"","ID","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y"
"1","Abeja",0.41702182511006,0.425655537747189,0.498094770699135,0.802786470861493,0.534486333406487,0.261434896539261,0.655345627977207,0.731407488123495,0.493589464177699,0.472966010910555
"2","Adobo",0.845751011309683,0.842365868285622,0.904690026753596,0.888922641884156,0.763140150463448,0.848930531932368,0.797396990860488,0.820644532643706,0.858727997139841,0.625438018253521
"3","Ahumada Asada",1.02442947499136,1.0348869312862,1.08545699632115,0.996190777529075,0.87829156271832,0.899029497672076,1.05346148310746,0.984506349060327,1.02247729303651,1.03404813617527
"4","Aquaman",0.67641844023423,0.840316013535828,0.715487288915704,0.7864902911258,0.605473484629454,0.630111042355247,0.734690424395174,0.851324173851652,0.740175380336333,0.711344845848776
"5","Azucara",1.10767676875734,0.905941019627396,0.968490756585166,0.932557861029538,1.0052916645481,0.946634447813764,1.0855618720256,0.880043310242529,1.04455535425748,0.892702652856314
"6","Burrito",0.774215506055399,0.435696188004308,0.937829883006878,0.554729712817948,0.569503491730759,0.559368612309789,0.658646068373336,0.814910052233816,0.64174496587372,0.723080327399246
"7","Calabazo",0.992198178546486,0.968023080898079,0.973305245487395,1.07021466596663,0.850362699565726,0.859134352865542,1.06309115533577,0.992075411345018,0.97865073058633,0.987698387821464
"8","Cebollita",1.06091801144194,0.999272087356853,0.971979494249143,1.00886997836716,0.846933291705574,0.935530099168069,1.03719189348876,0.98592291366672,0.890254026943602,1.02293173337774
"9","Cemita",1.07150088952298,0.904246448381313,1.04996422676465,1.00709751358404,1.04073550169403,0.970318466943196,0.965148044858201,1.20810271864058,1.10377867031436,0.926227388058972
"10","Ceviche",1.12922289376846,1.12451789527753,1.05196503302677,0.992940907374657,1.07028782818261,1.09573444465713,1.0307448280819,0.983409343840506,1.06555302523294,1.02493007658999
"11","Chalupa",0.785846765459391,0.933272760530803,0.923894179071541,0.985534855064401,1.05079919237553,0.902220289072266,0.8120372904542,0.999866657992574,0.934281935188242,1.03810095252573
"12","Chilaquile",0.88046617267191,0.878980799654819,0.975325926589947,0.95553101196325,0.821920487340227,0.946576468072593,0.918415157087754,0.845634601627532,0.91322980318385,0.888781607674707
"13","Chile",1.06692756860645,1.07116645800806,1.04929102096428,1.04202646863229,1.03025976444069,1.08034400296809,0.89341870422888,1.07573119991299,0.943398068262574,1.05250637666183
"14","Chimichanga",0.89713127804695,0.904533322895597,0.934683573292128,0.960435052272695,1.04833433469538,1.0070842584773,0.947121986931678,0.876064405147067,1.00364217901832,0.970103845129059
"15","Cochinita",1.03566300221172,1.13395741338045,0.905011019401497,1.10172907278411,1.01418021766488,1.07546785955076,0.739179283009165,1.02997929804894,1.06331307512092,1.02192456868581
"16","Concha",1.07167853340112,1.03981373497802,0.967088293500697,1.06534390049512,1.03011626019248,1.02235776221003,1.12521744631896,1.12200736451617,0.991777830551561,1.00518129049761
"17","Crema",1.05858603598739,1.00394799694756,0.857791025783951,1.0262891138727,0.970478875792368,0.879712206663197,0.883108512963854,0.938797857835509,0.922704148502639,1.01059978456511
"18","Diablo",0.933013585583539,0.950992812409866,1.07820817940442,0.998373184743418,0.965787048785053,1.02615223325235,1.05868883953991,1.08717024059602,1.01490236541425,1.17502025213693
"19","Fajita",1.01327138830631,0.889683072657568,1.00292481962087,1.00463254977873,1.01996976021764,0.997267046576519,0.893002986590145,0.972135122487433,0.941504388868978,0.94604316241242
"20","Fideo",0.670196096712747,0.626942338707045,0.654337668728425,0.867792851126076,0.563884350416608,0.741243198698541,0.727210928519628,0.660568451771214,0.918386306742415,0.610882885882886
"21","Frijoles",1.09204289740844,0.892108324333787,1.08589629637051,0.862321375546035,1.1558367844609,0.969890835634699,0.973407290999132,0.980911591820686,0.928357540121446,1.06394028690685
"22","Guapo",1.07035999895808,1.03188065899509,1.07441044977834,1.03780059828489,1.0636422533196,1.04282537035915,1.10822399167086,1.04416423813621,1.10098479863652,1.0390046129281
"23","Lechuga",0.9690648296429,0.979982861874143,0.787691231330784,0.863329179282785,0.899663411826999,1.02847462635821,0.859665030979999,0.780914339545232,0.94113645979018,1.08178216184041
"24","Mangonada",1.04887702501633,1.0084518340735,0.898567793439544,0.982397407939865,0.905490635494932,0.859866090547762,1.1080627550705,0.93580799457468,0.82897125814794,0.989523647267925
"25","Memela",0.966405485513284,0.927299650575186,0.937985283933216,0.896801303474232,0.98251380464342,0.993719768262266,1.04899447563731,0.739100376534282,1.01564573937723,0.817071459299709
"26","Migas",1.00500600334956,1.05603836743349,0.991249962130831,0.998715063834016,0.963900766962736,0.895287611840893,1.04848310314045,1.02043464298861,0.926886073854575,1.01904269356802
"27","Mixiote",0.779641046570262,1.09472376055458,0.970821211731272,1.02835347242662,1.0896287578744,1.00671327530139,1.06452809081228,0.980763483225105,0.986303697990777,0.927614572342077
"28","Morada",0.991837396076607,1.02564517106552,1.02721017334619,1.02873996373504,1.07021014126253,0.940166529750169,1.00434114768289,0.880751866673812,0.924048071861436,1.09956110381842
"29","Nacho",1.03512741983733,1.0041266359316,1.06764640444175,1.04586540375651,1.03178854042997,1.05843133220007,0.974627376115813,1.00091917131121,0.914539232677396,0.944250229528771
"30","Naranja",0.955355583171739,0.986371081380142,0.985424857180099,1.06990058209149,0.973837708446889,1.0564979562463,0.877816337083198,0.948373811937188,0.965340232521757,0.797868877814843
"31","Nopal",1.01221928791327,1.04347935549119,0.980867566465492,1.00989665985076,1.05807096415089,0.980369924690557,1.0363162160475,1.02909510722075,1.06845004236623,1.05199672197809
"32","Paella",0.948453840567395,1.04966594814078,0.944422813781044,0.880246627461696,1.02272508998917,0.961615406685455,1.09653883618738,0.942769449258502,0.919958226202176,1.00795479190718
"33","Pan Dulce",0.957294889750307,1.08557619905128,1.04166318623996,0.920198238757174,1.11618028898081,1.04599646518997,1.06230924354403,1.08025272232724,1.09175118046694,0.896778008788867
"34","Pavo",1.00625664005756,0.995299012498359,1.00605218453552,0.963123401280368,1.08267048678399,1.00627710316599,0.84898436432863,1.06099160647649,0.965777624103631,1.01186808758852
