CodingDate,VideoCoder,VideoFileName,TrialDate,Experimenter,BirdID,Test,Condition,Time,Session,IndicatedTrial,LatencyFirstLand,LatencyFirstLand2,LatencyFirstTimeWithin20cmOfObject,LatencyFirstTouchToObject,LatencyFirstEnterTent,TotalDurationInTent,TotalDurationNear<20cm,TotalDurationFar>20cm,TotalDurationOutOfView(sec),TrialEndTimeStamp,TotalTouchesToApparatusPerVideo,TotalTouchesToApparatusXVideos,MotorActionsUsed,ClosestDistanceToApparatus,TotalNumberMotorActionsUsedForThisBirdInThisExperiment,Notes
2021-01-12,AJB,A064LR 2019-12-12 ExploreEnv Time2 Novel T1 (pt. 2),2019-12-12,MM,A064LR,Environment,Novel,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,673.60,673.60,n/a,0,n/a,OutOfView,0,
2021-01-11,AJB,A064LR 2019-10-25 ExploreObj Time1 Familiar T1,2019-10-25,MM,A064LR,Object,Familiar,1,n/a,1,1562.20,1562.20,n/a,n/a,n/a,n/a,n/a,153.00,2720.20,2873.00,n/a,n/a,n/a,Far,n/a,
2021-01-11,AJB,A064LR 2019-10-25 ExploreObj Time1 Novel T1,2019-10-25,MM,A064LR,Object,Novel,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3340.00,3340.00,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-11,AJB,A064LR 2019-12-8 ExploreObj Time2 Familiar T1 (pt. 1),2019-10-08,KM,A064LR,Object,Familiar,2,n/a,1,11.20,11.20,n/a,n/a,n/a,n/a,n/a,135.60,1952.80,2088.40,n/a,n/a,n/a,Far,n/a,
2021-01-11,AJB,A064LR 2019-12-8 ExploreObj Time2 Familiar T1 (pt. 2),2019-10-08,KM,A064LR,Object,Familiar,2,n/a,1,n/a,32.20,523.60,n/a,n/a,n/a,0.20,92.80,547.80,640.60,n/a,n/a,n/a,Near,n/a,
2021-01-12,AJB,A064LR 2019-12-8 ExploreObj Time2 Novel T1 (pt. 1),2019-10-08,KM,A064LR,Object,Novel,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2054.40,2054.40,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-12,AJB,A064LR 2019-12-8 ExploreObj Time2 Novel T1 (pt. 2),2019-10-08,KM,A064LR,Object,Novel,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,654.20,654.20,n/a,0,n/a,OutOfView,0,
2021-01-12,AJB,A068YS 2019-11-18 ExploreEnv Time1 Familiar T1 (mislabelled on white board as Time2) (pt. 1),2019-11-18,MM,A068YS,Environment,Familiar,1,n/a,1,383.00,383.00,383.00,n/a,383.00,5.60,148.20,375.00,1576.2,2104.80,n/a,n/a,n/a,Near,n/a,
2021-01-12,AJB,A068YS 2019-11-18 ExploreEnv Time1 Familiar T1 (pt. 2),2019-11-18,MM,A068YS,Environment,Familiar,1,n/a,1,n/a,227.60,246.20,n/a,n/a,n/a,65.40,128.40,623.60,623.60,n/a,n/a,n/a,Near,n/a,
2021-01-12,AJB,A068YS 2019-11-18 ExploreEnv Time1 Novel S1 T1 (pt. 1),2019-11-18,MM,A068YS,Environment,Novel,1,n/a,1,79.40,79.40,131.00,212.80,573.60,15.80,648.20,311.00,1051.20,2026.00,51,n/a,"PeckVert, PeckHorz, PeckUpDown, PeckOnTop, PushHorz, PullVert, PullHorz, GrabVert, GrabHorz, GrabUpDown, StandOnTop",Touch,n/a,
2021-01-13,AJB,A068YS 2019-11-18 ExploreEnv Time1 Novel S1 T1 (pt. 2),2019-11-18,MM,A068YS,Environment,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,642.00,642.00,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-13,AJB,A068YS 2019-12-17 ExploreEnv Time2 Familiar T1 (pt. 1),2019-12-17,MM,A068YS,Environment,Familiar,2,n/a,1,51.80,51.80,174.00,n/a,174.20,14.60,7.60,575.40,1508.40,2105.80,n/a,n/a,n/a,Near,n/a,
2021-01-13,AJB,A068YS 2019-12-17 ExploreEnv Time2 Familiar T1 (pt. 2),2019-12-17,MM,A068YS,Environment,Familiar,2,n/a,1,,22.80,34.40,n/a,36.20,17.60,41.00,492.40,84.20,635.00,n/a,n/a,n/a,Near,n/a,
2021-01-13,AJB,A068YS 2019-12-17 ExploreEnv Time2 Novel T1 (pt. 1),2019-12-17,MM,A068YS,Environment,Novel,2,n/a,1,5.00,5.00,9.80,21.40,380.60,336.00,737.60,678.20,331.80,2083.40,n/a,n/a,"PushVert, GapeUpDown",Touch,n/a,
2021-01-13,AJB,A068YS 2019-12-17 ExploreEnv Time2 Novel T1 (pt. 2),2019-12-17,MM,A068YS,Environment,Novel,2,n/a,1,,53.20,55.40,132.80,136.20,18.40,257.20,333.40,59.40,668.20,n/a,51,n/a,Touch,13,
2021-01-14,AJB,A068YS 2019-11-20 ExploreObj Time1 Familiar T1 (pt. 1),2019-11-20,MM,A068YS,Object,Familiar,1,n/a,1,1.20,1.20,43.80,46.40,n/a,n/a,130.40,401.80,1519.20,2051.20,46,n/a,"PeckVert, GrabVert, PeckHorz, StandOnTop, PeckOnTop",Touch,n/a,
2021-01-14,AJB,A068YS 2019-11-20 ExploreObj Time1 Familiar T1 (pt. 2),2019-11-20,MM,A068YS,Object,Familiar,1,n/a,1,,446.80,468.60,469.60,n/a,n/a,82.20,129.40,468.80,680.20,5,n/a,n/a,Touch,n/a,
2021-01-14,AJB,A068YS 2019-11-20 ExploreObj Time1 Novel T1 (pt. 1),2019-11-20,MM,A068YS,Object,Novel,1,n/a,1,1511.20,1511.20,n/a,n/a,n/a,n/a,n/a,251.80,1792.40,2044.00,n/a,n/a,n/a,Far,n/a,
2021-01-14,AJB,A068YS 2019-11-20 ExploreObj Time1 Novel T1 (pt. 2),2019-11-20,MM,A068YS,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,701.80,701.80,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-14,AJB,A068YS 2019-12-17 ExploreEnv Time2 Familiar T1 (pt. 1) - ACTUALLY OBJ,2019-12-17,MM,A068YS,Object,Familiar,2,n/a,1,0.80,0.80,4.60,18.60,n/a,n/a,331.60,664.40,1081.20,2077.00,n/a,n/a,PeckupDown,Touch,n/a,
2021-01-14,AJB,A068YS 2019-12-17 ExploreEnv Time2 Familiar T1 (pt. 2) - ACTUALLY OBJ,2019-12-17,MM,A068YS,Object,Familiar,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,650.60,650.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-14,AJB,A068YS 2019-12-17 ExploreEnv Time2 Novel T1 (pt. 1) - ACTUALLY OBJ,2019-12-17,MM,A068YS,Object,Novel,2,n/a,1,42.40,42.40,n/a,n/a,n/a,n/a,n/a,479.40,1587.20,2066.40,n/a,n/a,n/a,Far,n/a,
2021-01-14,AJB,A068YS 2019-12-17 ExploreEnv Time2 Novel T1 (pt. 2) - ACTUALLY OBJ,2019-12-17,MM,A068YS,Object,Novel,2,n/a,1,,267.20,n/a,n/a,n/a,n/a,n/a,255.40,400.00,655.20,n/a,51,n/a,Far,6,
2021-01-14,AJB,A070KP 2019-10-09 ExploreEnv Time1 Familiar T1,2019-10-09,MM,A070KP,Environment,Familiar,1,n/a,1,266.40,266.40,284.60,n/a,301.20,98.00,206.80,849.20,1565.60,2719.40,n/a,n/a,n/a,Near,n/a,
2021-01-15,AJB,A070KP 2019-10-09 ExploreEnv Time1 Novel T1,2019-10-09,MM,A070KP,Environment,Novel,1,n/a,1,61.20,61.20,161.40,273.60,n/a,n/a,398.80,564.20,1805.80,2768.60,n/a,18,"StandOnTop, PeckOnTop, PeckHorz, GapeUpDown",Touch,n/a,
2021-01-15,AJB,A070KP 2019-11-15 ExploreEnv Time2 Familiar T1 (pt. 1),2019-11-15,KM,A070KP,Environment,Familiar,2,n/a,1,1439.60,1439.60,1471.40,n/a,1989.20,5.00,39.20,584.60,1456.20,2084.80,n/a,n/a,n/a,Near,n/a,
2021-01-15,AJB,A070KP 2019-11-15 ExploreEnv Time2 Familiar T1 (pt. 2),2019-11-15,KM,A070KP,Environment,Familiar,2,n/a,1,,8.00,162.20,n/a,163.00,5.80,245.00,345.00,21.00,616.60,n/a,n/a,n/a,Near,n/a,
2021-01-15,AJB,A070KP 2019-11-15 ExploreEnv Time2 Novel T1 (pt. 1),2019-11-15,KM,A070KP,Environment,Novel,2,n/a,1,96.00,96.00,135.20,244.60,347.20,760.00,469.00,397.00,450.80,2076.60,33,n/a,"PushHorz, PeckUpDown, GrabVert, PullHorz, GrabHorz, GrabUpDown, PushUpDown, PushVert, PeckVert, PullVert",Touch,n/a,
2021-01-18,AJB,A070KP 2019-11-15 ExploreEnv Time2 Novel T1 (pt. 2),2019-11-15,KM,A070KP,Environment,Novel,2,n/a,1,,2.80,29.20,65.00,30.00,415.80,138.80,74.00,10.20,638.60,n/a,51,n/a,Touch,14,
2021-01-15,AJB,A070KP 2019-10-10 ExploreObj Time1 Familiar T1,2019-10-10,MM,A070KP,Object,Familiar,1,n/a,1,257.20,257.20,297.40,335.40,n/a,n/a,32.60,1370.00,1324.20,2726.60,6,n/a,"StandOnTop, PeckOnTop, PeckVert",Touch,n/a,
2021-01-15,AJB,A070KP 2019-10-10 ExploreObj Time1 Novel T1,2019-10-10,MM,A070KP,Object,Novel,1,n/a,1,1051.60,1051.60,n/a,n/a,n/a,n/a,n/a,273.40,2448.20,2721.40,n/a,n/a,n/a,Far,n/a,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Familiar T1 (pt. 1),2019-11-17,KM,A070KP,Object,Familiar,2,n/a,1,47.00,47.00,51.40,55.20,n/a,n/a,238.80,729.20,1089.40,2059.20,48,n/a,"PeckHorz, PushVert, PeckUpDown, GapeUpDown, PullUpDown",Touch,n/a,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Familiar T1 (pt. 2),2019-11-17,KM,A070KP,Object,Familiar,2,n/a,1,,n/a,22.00,52.60,n/a,n/a,22.20,445.00,191.20,658.20,n/a,n/a,n/a,Touch,n/a,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Novel T1 (pt. 1),2019-11-17,KM,A070KP,Object,Novel,2,n/a,1,61.60,61.60,n/a,n/a,n/a,n/a,n/a,1697.40,343.40,2040.60,n/a,n/a,n/a,Far,n/a,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Novel T1 (pt. 2),2019-11-17,KM,A070KP,Object,Novel,2,n/a,1,,16.40,n/a,n/a,n/a,n/a,n/a,112.20,545.80,657.80,n/a,51,n/a,Far,8,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Familiar T1,2019-10-25,MM,A073OL,Environment,Familiar,1,n/a,1,652.00,652.00,1798.20,n/a,1831.40,149.00,79.20,569.20,1388.80,2186.00,n/a,n/a,n/a,Near,n/a,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Familiar T1 Part2,2019-10-25,MM,A073OL,Environment,Familiar,1,n/a,1,,n/a,18.00,n/a,44.20,27.00,116.60,383.80,29.80,557.00,n/a,n/a,n/a,Near,n/a,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Novel T1,2019-10-25,MM,A073OL,Environment,Novel,1,n/a,1,874.60,874.60,882.60,908.60,n/a,n/a,678.00,190.20,1269.20,2137.00,51,n/a,"PeckVert, PeckHorz, PeckOnTop, PushVert, PushHorz, PushUpDown, PullVert, PullHorz, GrabVert, GrabHorz, GrabUpDown, StandOnTop",Touch,n/a,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Novel T1 Part2,2019-10-25,MM,A073OL,Environment,Novel,1,n/a,1,,456.60,1.00,4.20,n/a,n/a,156.80,81.40,352.00,590.00,n/a,n/a,n/a,Touch,n/a,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Familiar T1 (whiteboard incorrectly says Novel) (pt. 1),2019-11-28,MM,A073OL,Environment,Familiar,2,n/a,1,107.40,107.40,388.40,n/a,388.80,112.00,286.60,1133.00,560.40,2091.80,n/a,n/a,n/a,Near,n/a,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Familiar T1 (whiteboard incorrectly says Novel) (pt. 2),2019-11-28,MM,A073OL,Environment,Familiar,2,n/a,1,,94.00,94.00,n/a,102.20,24.40,131.40,523.60,241.00,920.20,n/a,n/a,n/a,Near,n/a,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Novel T1 (pt. 1),2019-11-28,MM,A073OL,Environment,Novel,2,n/a,1,1074.80,1074.80,11.20,21.00,n/a,n/a,1044.00,976.00,34.80,2054.60,n/a,n/a,"PushOnTop, PullUpDown, PullOnTop, GrabOnTop, GapeHorz, GapeUpDown",Touch,n/a,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Novel T1 (pt. 2),2019-11-28,MM,A073OL,Environment,Novel,2,n/a,1,,238.60,103.40,0.00,n/a,n/a,106.40,300.20,255.60,662.00,n/a,51,PullOnTop,Touch,14,
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Familiar T1 (pt. 1),2019-10-27,KM,A073OL,Object,Familiar,1,n/a,1,173.60,173.60,1.00,28.20,n/a,n/a,69.00,1127.00,864.80,2060.60,4,n/a,"PeckHorz, PeckVert",Touch,n/a,
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Familiar T1 (pt. 2),2019-10-27,KM,A073OL,Object,Familiar,1,n/a,1,,438.60,n/a,n/a,n/a,n/a,n/a,220.40,438.00,658.20,n/a,n/a,n/a,Far,n/a,
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Novel T1 (pt. 1),2019-10-27,KM,A073OL,Object,Novel,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2041.00,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Novel T1 (pt. 2),2019-10-27,KM,A073OL,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,678.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Familiar T1 (pt. 1),2019-11-29,MM,A073OL,Object,Familiar,2,n/a,1,54.80,54.80,0.00,1.20,n/a,n/a,108.80,701.40,1275.00,2085.00,n/a,n/a,n/a,Touch,n/a,
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Familiar T1 (pt. 2),2019-11-29,MM,A073OL,Object,Familiar,2,n/a,1,,155.80,n/a,n/a,n/a,n/a,n/a,148.00,483.80,631.60,n/a,n/a,n/a,Far,n/a,
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Novel T1 (pt. 1),2019-11-29,MM,A073OL,Object,Novel,2,n/a,1,312.40,312.40,1188.00,1191.40,n/a,n/a,n/a,1610.60,468.40,2078.80,4,n/a,PullHorz,Touch,n/a,
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Novel T1 (pt. 2),2019-11-29,MM,A073OL,Object,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,488.60,147.40,635.80,n/a,8,n/a,Far,3,
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Familiar T1 (pt. 1),2019-11-27,MM,A075Y,Environment,Familiar,1,n/a,1,1139.20,1139.20,0.00,n/a,0.80,24.80,42.80,193.80,1787.80,2049.00,n/a,n/a,n/a,Near,n/a,
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Familiar T1 (pt. 2),2019-11-27,MM,A075Y,Environment,Familiar,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,689.20,689.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Novel T1 (pt. 1),2019-11-27,MM,A075Y,Environment,Novel,1,n/a,1,1900.00,1900.00,n/a,n/a,n/a,n/a,n/a,2.60,2041.20,2043.60,n/a,n/a,n/a,Far,n/a,
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Novel T1 (pt. 2),2019-11-27,MM,A075Y,Environment,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,660.80,660.80,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Familiar T1 (pt. 1),2020-01-08,MM,A075Y,Environment,Familiar,2,n/a,1,369.60,369.60,n/a,n/a,369.60,1.00,20.40,51.40,1945.60,2018.20,n/a,n/a,n/a,Near,n/a,
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Familiar T1 (pt. 2),2020-01-08,MM,A075Y,Environment,Familiar,2,n/a,1,,428.40,428.40,n/a,686.80,1.20,7.80,271.40,428.40,708.60,n/a,n/a,n/a,Near,n/a,
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Novel T1 (pt. 1),2020-01-08,MM,A075Y,Environment,Novel,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2031.40,2031.40,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Novel T1 (pt. 2),2020-01-08,MM,A075Y,Environment,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,740.80,740.80,n/a,0,n/a,OutOfView,0,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Familiar T2 (pt. 1),2019-11-22,MM,A075Y,Object,Familiar,1,n/a,1,5.60,5.60,55.00,745.40,n/a,n/a,18.80,923.60,1114.40,2056.60,2,n/a,PeckVert,Touch,n/a,
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Familiar T2 (pt. 2),2019-11-22,MM,A075Y,Object,Familiar,1,n/a,1,,48.40,283.20,n/a,n/a,n/a,1.00,187.00,466.80,654.60,n/a,n/a,n/a,Near,n/a,
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Novel T2 (pt. 1),2019-11-22,MM,A075Y,Object,Novel,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2071.20,2071.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Novel T2 (pt. 2),2019-11-22,MM,A075Y,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,645.20,645.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2020-01-03 ExploreObj Time2 Familiar T1 (pt. 1),2020-01-03,MM,A075Y,Object,Familiar,2,n/a,1,208.80,208.80,n/a,n/a,n/a,n/a,n/a,492.20,1568.20,2060.20,n/a,n/a,n/a,Far,n/a,
2021-01-22,AJB,A075Y- 2020-01-03 ExploreObj Time2 Familiar T1 (pt. 2),2020-01-03,MM,A075Y,Object,Familiar,2,n/a,1,,62.20,n/a,n/a,n/a,n/a,n/a,596.00,61.80,657.60,n/a,n/a,n/a,Far,n/a,
2021-01-22,AJB,A075Y- 2020-01-03 ExploreObj Time2 Novel T2 (pt. 1),2020-01-03,MM,A075Y,Object,Novel,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2012.20,2012.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2020-01-03 ExploreObj Time2 Novel T2 (pt. 2),2020-01-03,MM,A075Y,Object,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,706.60,706.60,n/a,2,n/a,OutOfView,1,
2021-01-27,AJB,A086GB 2019-12-8 ExploreEnv Time1 Familiar T1 (pt. 1),2019-12-08,KM,A086GB,Environment,Familiar,1,n/a,1,43.00,43.00,161.00,n/a,161.40,59.20,129.80,216.80,1662.80,2068.40,n/a,n/a,n/a,Near,n/a,
2021-01-27,AJB,A086GB 2019-12-8 ExploreEnv Time1 Familiar T1 (pt. 2),2019-12-08,KM,A086GB,Environment,Familiar,1,n/a,1,,n/a,n/a,n/a,8.40,n/a,24.40,n/a,618.40,644.60,n/a,n/a,n/a,Near,n/a,
2021-01-27,AJB,A086GB 2019-12-8 ExploreEnv Time1 Novel T1 (pt. 1) whiteboard says bird name is Taco instead of Chilaquile,2019-12-08,KM,A086GB,Environment,Novel,1,n/a,1,629.60,629.60,n/a,n/a,n/a,8.40,n/a,107.80,1936.00,2043.60,n/a,n/a,n/a,Far,n/a,
2021-01-27,AJB,A086GB 2019-12-8 ExploreEnv Time1 Novel T1 (pt. 2),2019-12-08,KM,A086GB,Environment,Novel,1,n/a,1,,104.20,213.60,501.60,n/a,n/a,113.80,451.00,105.60,670.20,2,n/a,n/a,Touch,n/a,
2021-01-27,AJB,A086GB 2020-01-01 ExploreEnv Time2 Familiar T1 (pt. 1),2020-01-01,MM,A086GB,Environment,Familiar,2,n/a,1,35.80,35.80,35.80,n/a,95.80,26.40,294.60,528.60,1243.60,2093.00,n/a,n/a,n/a,Near,n/a,
2021-01-27,AJB,A086GB 2020-01-01 ExploreEnv Time2 Familiar T1 (pt. 2),2020-01-01,MM,A086GB,Environment,Familiar,2,n/a,1,,88.60,88.60,n/a,149.00,7.00,89.40,312.60,231.20,640.00,n/a,n/a,n/a,Near,n/a,
2021-01-27,AJB,A086GB 2020-01-01 ExploreEnv Time2 Novel T1 (pt. 1),2020-01-01,MM,A086GB,Environment,Novel,2,n/a,1,121.00,121.00,144.40,860.00,1044.60,8.80,935.40,201.60,868.40,2014.00,49,n/a,"PeckVert, PeckHorz, GrabVert, PullVert, GapeVert, PullHorz, GrabUpDown, PushHorz, StandOnTop",Touch,n/a,
2021-01-27,AJB,A086GB 2020-01-01 ExploreEnv Time2 Novel T1 (pt. 2),2020-01-01,MM,A086GB,Environment,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,703.20,703.20,n/a,51,n/a,OutOfView,9,No solomon output excel file b/c nothing happened
2021-01-28,AJB,A086GB 2019-12-9 ExploreObj Time1 Familiar T1 (pt. 1),2019-12-09,KM,A086GB,Object,Familiar,1,n/a,1,1171.00,1171.00,1187.20,1188.80,n/a,n/a,51.80,421.40,1627.20,2100.20,14,n/a,PeckVert,Touch,n/a,
2021-01-28,AJB,A086GB 2019-12-9 ExploreObj Time1 Familiar T1 (pt. 2),2019-12-09,KM,A086GB,Object,Familiar,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,612.60,612.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-28,AJB,A086GB 2019-12-9 ExploreObj Time1 Novel T1 (pt. 1),2019-12-09,KM,A086GB,Object,Novel,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2081.80,2081.80,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-28,AJB,A086GB 2019-12-9 ExploreObj Time1 Novel T1 (pt. 2),2019-12-09,KM,A086GB,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,635.60,635.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-28,AJB,A086GB 2020-01-02 ExploreObj Time2 Familiar T1 (pt. 1),2020-01-02,MM,A086GB,Object,Familiar,2,n/a,1,21.20,21.20,26.00,65.80,n/a,n/a,463.40,83.20,1473.80,2026.40,37,n/a,"PeckHorz, StandOnTop, PeckOnTop, PeckUpDown, GrabUpDown, PullHorz",Touch,n/a,
2021-01-28,AJB,A086GB 2020-01-02 ExploreObj Time2 Familiar T1 (pt. 2),2020-01-02,MM,A086GB,Object,Familiar,2,n/a,1,,n/a,67.60,74.20,n/a,n/a,275.20,268.60,144.60,688.20,n/a,n/a,PullHorz,Touch,n/a,
2021-01-29,AJB,A086GB 2020-01-02 ExploreObj Time2 Novel T1 (pt. 1),2020-01-02,MM,A086GB,Object,Novel,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2001.80,2001.80,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-29,AJB,A086GB 2020-01-02 ExploreObj Time2 Novel T1 (pt. 2),2020-01-02,MM,A086GB,Object,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,711.20,711.20,n/a,51,n/a,OutOfView,7,No solomon output excel file b/c nothing happened
2021-01-29,AJB,A087AG 2019-12-18 ExploreEnv Time1 Familiar T1 (pt. 1),2019-12-18,MM,A087AG,Environment,Familiar,1,n/a,1,60.00,60.00,827.20,n/a,832.60,0.80,12.80,449.40,1632.80,2095.60,n/a,n/a,n/a,Near,n/a,
2021-01-29,AJB,A087AG 2019-12-18 ExploreEnv Time1 Familiar T1 (pt. 2),2019-12-18,MM,A087AG,Environment,Familiar,1,n/a,1,,232.60,301.80,n/a,307.80,0.40,6.40,69.60,547.80,623.60,n/a,n/a,n/a,Near,n/a,
2021-01-29,AJB,A087AG 2019-12-18 ExploreEnv Time1 Novel T1 (pt. 1),2019-12-18,MM,A087AG,Environment,Novel,1,n/a,1,624.60,624.60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2073.00,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-29,AJB,A087AG 2019-12-18 ExploreEnv Time1 Novel T1 (pt. 2),2019-12-18,MM,A087AG,Environment,Novel,1,n/a,1,,166.80,n/a,n/a,n/a,n/a,n/a,54.40,583.40,637.60,n/a,n/a,n/a,Far,n/a,
2021-01-29,AJB,A087AG 2020-01-21 ExploreEnv Time2 Familiar T1 (pt. 1),2020-01-21,MM,A087AG,Environment,Familiar,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2159.20,2159.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-01-29,AJB,A087AG 2020-01-21 ExploreEnv Time2 Familiar T1 (pt. 2),2020-01-21,MM,A087AG,Environment,Familiar,2,n/a,1,2548,388.80,392.40,n/a,392.80,0.60,0.60,165.40,468.20,634.60,n/a,n/a,n/a,Near,n/a,
2021-01-29,AJB,A087AG 2020-01-21 ExploreEnv Time2 Novel T1 (pt. 1),2020-01-21,MM,A087AG,Environment,Novel,2,n/a,1,924.60,924.60,931.60,n/a,n/a,n/a,31.00,289.80,1789.80,2110.40,n/a,n/a,n/a,Near,n/a,
2021-01-29,AJB,A087AG 2020-01-21 ExploreEnv Time2 Novel T1 (pt. 2),2020-01-21,MM,A087AG,Environment,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,603.00,n/a,n/a,n/a,OutOfView,0,No solomon output excel file b/c nothing happened
2021-01-29,AJB,A087AG 2019-12-19 ExploreObj Time1 Familiar T1 (pt. 1),2019-12-19,MM,A087AG,Object,Familiar,1,n/a,1,21.20,21.20,44.60,n/a,n/a,n/a,10.00,414.20,1567.80,1991.80,n/a,n/a,n/a,Far,n/a,
